quelle,index_string,inhalt,index_binar
cc_ani_rus_12ß,a654:H:Flugzeugendes_ZAUBERMITTEL_erhalten:rHD_rHH_rZM: a654:H:Elixier_als_ZAUBERMITTEL_erhalten:rHD_rHH_rZM: a654:H:Fernseher_als_ZAUBERMITTEL_erhalten:rHD_rHH_rZM:,к богу сказал он своим сыновьям от ваших ссор и споров я заболел я умру вот вам три вещи первая – ковер если кто сядет на него и пожелает чтонибудь это желание исполнится вторая вещь – кувшин если из него выльется вода то этой водой можно воскресить мертвого вот и третья вещь – зеркало если смотреть в него можно узнать жив ли или мертвый такойто гуляет ли или спит он ну вот эти вещи возьмите берите каждый что кому нравится,0
cc_ani_rus_12ß,a654:F:STREIT_SCHLICHTEN:rHD_rST: a654:H:STREIT_SCHLICHTEN:rHD_rST:,и опять изза этих вещей возник спор между сыновьями мне дай это сказал один нет мне сказал другой пришел посторонний человек и раздал им эти вещи кувшин – старшему зеркало – среднему а ковер – младшему и успокоил их таким образом,0
cc_ani_rus_12ß,a654:H:ZAUBERMITTEL_AUSRÜSTUNG_oder_WAFFE_einsetzen:rHD_rZM: a654:F:WIEDERBELEBEN:rHD_rZM:,вот вздумалось среднему посмотреть в свое зеркало смотрит и видит что их возлюбленная умерла и что собираются похоронить ее,0
cc_ani_rus_12ß,a654:H:ZAUBERMITTEL_AUSRÜSTUNG_oder_WAFFE_einsetzen:rHD_rZM: a654:H:Komplikationsfreier_Flug:rHD_rZM:,он сообщил об этом своим братьям младший брат сейчас сел на свой ковер и попросил бога чтобы он их поскорее отнес к одной девушке и таким образом все трое прибыли к ней как раз в тот момент когда ее уже опускали в могилу,0
cc_ani_rus_12ß,a654:H:ZAUBERMITTEL_AUSRÜSTUNG_oder_WAFFE_einsetzen:rHD_rZM_rPP: a654:H:WIEDERBELEBEN:rHD_rZM_rPP:,старший вылил воду из своего кувшина и действительно покойница воскресла,0
cc_ani_rus_12ß,a654:F:Dilemma_lösen:rHD:,опять возник спор каждый из них хотел ее конечно взять себе если бы я не посмотрел в свое зеркало мы не узнали бы что она умерла следовательно она принадлежит мне сказал хозяин зеркала да ведь я увидел что она умерла – а что если бы у меня не было ковра спросил младший как бы мы нашли бы ее правда что ты ее увидел но она всетаки мне принадлежит а не тебе – хотя ты ее увидел сказал старший и хотя тот нас привел к ней но это я воскресил мертвую так что она должна принадлежать мне таким образом спор продолжался каждый хотел ее взять себе,0
cc_ani_rus_12ß,a654:F:Dilemma_lösen:rHD_fST: a654:h:Dilemma_lösen:rHD_fST:,созвали народ и старший брат сказал вот у нас опять идет спор этот говорит так тот едак а я говорю иначе судите о деле люди но и люди не могли согласиться между собой один говорил что девица принадлежит старшему потому что он воскресил мертвую другие – младшему потому что он молился богу и привел их к ней еще другие – среднему потому что он увидел случившееся в своем зеркале и так люди спорили и спорили и не могли разобраться в этом деле разсудите вы сами люди разказчик обращается здесь к слушателям но человеческий ум вероятно не может разобраться в такой путанице,0
cc_ani_rus_16,a1592B:f:#:zs_zt:,мулланасреддин раз попросил у своего соседа котел,0
cc_ani_rus_16,a1592B:h:#:zs_zt:,через несколько дней он вернул котел и принес еще маленький котел что это значит спросил сосед твой котел сына родил ответил мулланасреддин по закону и обычаю он тебе принадлежит,0
cc_ani_rus_16,a1592B:f:#:zs_zt:,опять через несколько дней мулла явился к своему соседу и сказал ему одолжи мне еще раз котел тот отдал ему котел мулла взял его и ушел,0
cc_ani_rus_16,a1592B:h:#:zs_zt: a1592B:f:#:zs_zt: a1592B:h:#:zs_zt:,прошло много времени насреддин не показывался в конце концов сосед сам пошел к мулле и сказал отдай мне мой котел — твой котел умер ответил мулла а разве котел может умереть — как же ему не умереть спросил мулла если он мог родить сына то он мог также и умереть,0
cc_ani_rus_8,anh395:f:#:zs:,мулланасреддин раз поймал зайца он положил его в мешок и пошел позвать людей чтобы показать им это редкое костное животное,0
cc_ani_rus_8,anh395:h:#:zsa:,во время его отсутствия жена его развязала мешок чтобы посмотреть что в нем заяц конечно убежал а жена мулланасреддина положила сах мeрку в мешок,0
cc_ani_rus_8,anh395:f:#:zs_zt: anh395:h:#:zs_zt:,потом мулланасреддин пришел домой взял мешок развязал его и вот вместо зайца выкатилось сахи «видите» сказал он собравшимся людям «таких два в кали другая мерка  ад спасибо вам теперь вы можете идти домой»,0
cc_ani_rus_9,anh313:#:#:#:,однаждымулланасреддин вошел в чейто сад чтобы красть фрукты узнав об этом хозяин сада пошел носмотреть кто это такой мулланасреддин увидев хозяина бежал за ним погнался вдогонку сам хозяин,0
cc_ani_rus_9,anh313:#:#:#:,когда этот последний почти догонял его мулланасреддин присел «что ты здесь делаешь» спросил хозяин «убирайся вон отсюда» насреддин встал под ним оказалось лежал собачий кал «что это ты» спросил хозяин откуда взялся этот собачий кал» — «вот» ответил мулланасреддин «ты мне не дал испражниться человеческим калом что же мне оставалось делать»,0
cc_aqc_rus_20,a1592B:#:#:#:,у муллынасреддина был скупой сосед раз он пошел к этому последнему попросить у него котел потом он положил маленький котел в большой и отдал их обоих соседу тот спросил что это значит — твой котел сына родил сказал мн,0
cc_aqc_rus_20,a1592B:#:#:#:,через некоторое время мн опять попросил котел у соседа но в этот раз не вернул его тогда сам сосед пришел к мулле чтобы взять его назад твой котел умер сказал мулла что ты разве котел может умереть — а разве существо которое родит бессмертно спросил мулла,0
cc_aqc_rus_21,anh577:#:#:#:,раз мулланасреддин навьючил дров на своего осла и пошел домой на дороге осел устал и остановился,0
cc_aqc_rus_21,anh577:#:#:#:,тогда мулла спросил у одного лудильщика которого он там нашел что он должен сделать чтобы заставить осла идти положи ему немного нашатырного спирта в жу сказал фот так и сделал осел убежал оставив насреддина на месте положи и мне тоже немного сказал он наконец лудильщику тот исполнил его просьбу,0
cc_aqc_rus_21,anh577:#:#:#:,от боли мулла начал огать туда и сюда побежал домой но и там вытерпеть не мог и убежал из дому куда ты спросила его жена если хочешь догнать меня ответил мулла положи и себе немного нашатырного спирта в жу,0
cc_aqc_rus_22,anh248:#:#:#:,к мулленасреддину пришел однажды сосед который попросил у него осла осла дома нет сказал мулла в тот же момент осел закричал что это да ведь это осел сказал сосед вот как сказал мулла белобородому человеку не веришь а ослу веришь,0
cc_ava_rus_214,anh789:f:#:zs_zt:,малла насрудин и хан работали вместе однажди жена хана заболела хан попросил у малла насрудина принеси лекарство от сердца,0
cc_ava_rus_214,anh789:h:#:zs:,когда малла насрудин домой приехал он начал очень думать какое лекарство забрать для хана он очень много подумал и забрал инжир,0
cc_ava_rus_214,anh789:f:#:zs_zt: anh789:h:#:zs_zt:,от гнева хан кинул инжир в лицо насрудина это не лекарствоэто то что кушаем ихная дружба на этом закончилась,0
zyx_cr_agx_rus_1ß,aE2:H:Wunderbare_EMPFÄNGNIS:rHH:,во времена пророка сулеймана жил один человек по имени зал в один из дней его жена забеременела,0
zyx_cr_agx_rus_1ß,aE2:Hh:Kaiserschnitt:rHD_rHH_rHF: aE2:H:Zur_Welt_kommen:rHD_rHH_rHF:,прошел один день один месяц два месяца три месяца и когда наступило время рожать она никак не могла родить когда они спросили врача что это такое он сказал этого ребенка который в утробе мать сама не сможет родить а что же нам делать спросили они врач сказал  надо разрезать живот матери чтобы вытащить ребенка  и так врач разрезал живот и вытащил ребенка этого ребенка они стали кормить молоком хлебом дали ему имя рустам,0
zyx_cr_agx_rus_1ß,aE2:F:UNGEHEUER_herbeiholen:rHH_fAN:,прошел день два дня один месяц прошло семь лет какимто образом белый дэв давно связанный и заключенный в тюрьму кахруманом вырвался из пут и тогда падишах сказал залу это был белый дэв связанный еще твоим дедом теперь иди и поймай его если не сможешь поймать убей,0
zyx_cr_agx_rus_1ß,aE2:h:MASSENBEDROHUNG:rHD_rAN: aE2:H:Zweikampf:rHD_rAN:,смотрит идет один дэв огромных размеров и этот аждахадэв нападает на людей и всем встречным отрывает головы увидев это рустам очень разозлился не выдержал ударом ноги проломил стену и вышел на улицу зал услышал как рушится стена и в тот же час сказал своей семье  идите быстро посмотрите что с рустамом они пошли и увидели что стена разрушена и мальчик уходит вниз по улице об этом тут же сообщили залу «ах» вскрикнул он бегом выбежал на улицу и увидел как он сын подходит к дэву  ах все пропало глубоко вздохнув произнес отец но рустам схватил дэва за рог и ударил кулаком по его лбу он так сильно ударил что дэв потерял сознание растянулся голова раскололась на кусочки и дэв издох,0
zyx_cr_agx_rus_1ß,aE2:H:MASSENBEDROHUNG_beheben:rHD_rHH_rVB:,ох пусть аллах тебя бережет сынок стали говорить люди рустаму если бы не ты этот дэв камня на камне не оставил бы от нашего города  все окружили его подоспел и зал тут и весь город вышел к нему и сам падишах обнял юношу потом рустам с отцом вернулись домой и когда они пришли домой отец ему говорит теперь этот конь и это оружие оставшиеся от деда мне уже не нужны пусть они будут твоими  отдав дары деда отец и сын спокойно уселись,0
zyx_cr_agx_rus_1ß,aE2:F:Um_einen_Auftrag_werben:rHD_rHH:,както раз когда рустам собрался пойти на охоту он говорит отцу  джан отец я сегодня пойду на охоту  иди же сын мой сказал отец и благословил его,0
zyx_cr_agx_rus_1ß,aE2:F:PROVOKATION:rHD_rVB: aE2:H:Der_PROVOKATION_nachgehen:rHD_rVB:,рустам взял свое оружие лук стрелы сел на коня рахш и отправился в путь поднимаясь на гору он встретил джейрана погнался за ним на рахше и застрелил его неожиданно сзади подошел человек и сказал  этот джейран был моим и ты прежде чем отбирать скот у таких бедняков как я пошел бы и забрал голову своего прадеда которая висит на стене крепости дэвов  рустаму стало жаль этого человека  на забери своего джейрана сказав он отдал его хозяину а сам вернулся домой,0
zyx_cr_agx_rus_1ß,aE2:F:Krisenursachen_ergründen:rHD_rHH: aE2:F:Rache_nehmen:rHD_rHH: aE2:F:Um_einen_Auftrag_werben:rHD_rHH:,дома он спросил у своего отца кто твой отец кто отец твоего отца кто его отец где он умер кто убил его  отец ответил моего отца звали нариман отца моего отца кахруман его голова висит посреди моря на стене крепости которая находится в стране белых дэвов  ну хорошо сказал рустам я поеду туда благослови меня благословишь или нет я все равно поеду сказал он  нет сказал отец ты так один не езди я отправлю тебя с караваном купцов пусть аллах бережет тебя,0
zyx_cr_agx_rus_1ß,aE2:H:Die_Beschaffung_der_AUSRÜSTUNG:rHH_rST:,зал пошел поинтересовался у купцов  когда вы поедете торговать спросил он  они сказали  не завтра а послезавтра поедем  зал дал им тысячу золотых и говорит обед моего сына один бык пять рипе риса пять кувшинов масла один бурдюк вина смотрите чтобы не меньше этого давали ему еды и мне все время сообщайте как идут дела как вы себя чувствуете и пока он не достигнет своей цели не возвращайтесь хорошо сказали купцы и тронулись с рустамом в путь,0
zyx_cr_agx_rus_1ß,aE2:#:#:#:,пройдя трехдневный путь они прибыли на место  их оставим там а я расскажу вам о белом дэве белый дэв услышал что рустам едет забирать голову прадеда и разрушить весь город  если так говорит белый дэв мы должны поставить вокруг города дозорных,0
zyx_cr_agx_rus_1ß,aE2:HF:PFÖRTNER_täuschen:rHD_rVB:,он отдал такой приказ и люди белого дэва живущие в городе сказали рустаму  так ты не сможешь попасть в город тебя там сразу узнают ты же не похож на обычных людей у тебя широкие плечи ширина их двенадцать метров они закроют перед тобою ворота и не впустят туда если их не перехитрить  так что же мне делать спросил рустам  утром дозорные начнут расходиться и в этот момент ты сможешь незаметно войти в город,0
zyx_cr_agx_rus_1ß,aE2:H:PFÖRTNER_entkommen:rHD: aE2:H:Schrecken_ausgelöst:rHD:,рустам взял свое оружие и незаметно вошел в город хотя караульные и увидели его но от страха ничего сказать не смогли рустам издали увидел голову своего деда и изо всех сил крикнул от его крика у всех беременных женщин услышавших этот крик получились выкидыши,0
zyx_cr_agx_rus_1ß,aE2:#:#:#:,дэвы узнали что пришел рустам и сообщили об этом своему падишаху постарайтесь задержать его до моего прихода сказал падишах дэвов дэвы пошли к рустаму и говорят  таких слабых как мы конечно любой одолеет мы сообщили о тебе нашему падишаху если ты настоящий богатырь дождись его  не дождавшись его не отомстив за моего деда я никуда не уйду сказал рустам я пойду и передам голову купцам идите скажите своему падишаху и всем жителям города  рустам пришел и передал купцам голову своего деда сам сел на коня рахша и вернулся в крепость,0
zyx_cr_agx_rus_1ß,aE2:F:MASSENBEDROHUNG_beheben:rHH_fAN:,прошло дня три на берегу моря из охраны падишаха стали пропадать по сто воинов падишах велел спросить у зала  что это за чудеса рустам что ли съедает этих людей куда они деваются  я не знаюсказал зал спросите у самого рустама  хорошо сказал падишах,0
zyx_cr_agx_rus_1ß,aE2:F:MASSENBEDROHUNG_beheben:rHD_rHH: aE2:HF:Information_aus_zweiter_Hand:rHD_rHH:,потом он зал пришел и сказал сыну  дорогой сынок смотри эти люди пришли у тебя спросить каждый день пропадает по сто человек это ты их съедаешь падишах подозревает тебя  рустам сказал  сегодня я не могу вам ответить отвечу завтра,0
zyx_cr_agx_rus_1ß,aE2:H:Heimlich_beobachten:rHD: aE2:h:MASSENBEDROHUNG:rHD:,ночью он караулил на берегу моря он увидел как из моря вышел конь проглотил сто воинов из охраны падишаха и опять вошел в море,0
zyx_cr_agx_rus_1ß,aE2:#:#:#:,утром он пришел домой и рассказал об увиденном своему отцу залу  сегодня я поймаю того кто уничтожает наших воинов сказал рустам  отец рустама зал обо всем этом рассказал падишаху,0
zyx_cr_agx_rus_1ß,aE2:H:Die_Beschaffung_der_AUSRÜSTUNG:rHD_fAN: aE2:H:REITTIER_erfassen:rHD_fAN: aE2:H:REITTIER_besorgen:rHD_fAN:,рустам подготовил сети и с наступлением ночи пошел его коня ловить ночью когда конь вышел на берег он поймал его привел и показал падишаху падишах посмотрел увидел на коне седло на седле меч называемый «капкап» и на мече надпись «я конь рустама»,0
zyx_cr_agx_rus_10ß,a1543:F:PROVOKATION:zs:,молла насреддин увидел во сне что ему дали без одной сто золотых монет но он их не взял он проснулся букв ото сна он оказал «если даже и без одной монеты не беда дайте мне их» он вышел за дверь он сказал мужикам «вот так я видел»,0
zyx_cr_agx_rus_10ß,a1543:H:Der_PROVOKATION_nachgehen:zt:,один мужик сказал молодым парням «мы ему бросим в мешочке без одной сто золотых монет»,0
zyx_cr_agx_rus_10ß,a1543:h:Eine_numinose_Einmischung_VORTÄUSCHEN:zs_zt: a1543:H:Dem_VORTÄUSCHEN_nachgehen:zs_zt:,молла насреддин пошел домой сел он у очага ему бросили без одной сто золотых монет в мешочке он их вынул посчитал там было без одной сто золотых монет молла насреддин сказал «тогда во сне мне рукой давали а теперь в мешочке вместо одного золотого пусть будет этот мешочек»,0
zyx_cr_agx_rus_10ß,a1543:H:ABSURDITÄT_glaubhaft_zu_halten_VORTÄUSCHEN:zs_zt:,молла насреддин вышел сказал мужикам «мне вот так без одной монеты сто золотых монет дал аллах»,0
zyx_cr_agx_rus_11ß,anh531:F:Sonstiges_verkaufen:zs_zsa:,молла насреддин сказал жене «пойду кур продавать» он положил кур в мешок,0
zyx_cr_agx_rus_11ß,anh531:h:Handeln_als_ABSURDITÄT:zs: anh531:h:Sachschaden_anrichten:zs: anh531:H:Schlußfolgerung_als_ABSURDITÄT:zs:,куры подняли шум он их вынул и погнал обмакивая в воду и стегая хворостиной «идите впереди меня»  говорил молла насреддин пока одну вынимал остальные терялись наконец он всех намочил смотрит молла насреддин  не осталось ни одной курицы молла насреддин сказал «значит сами себя продадут и придут с деньгами»,0
zyx_cr_agx_rus_11ß,anh531:f:Den_Vorgang_deuten:zs_zsa: anh531:H:ABSURDITÄT_glaubhaft_zu_halten_VORTÄUSCHEN:zs_zsa:,молла насреддин пришел домой жена его спросила «где куры» молла насреддин ответил жене «они сказали что они сами себя продадут и одна принесет деньги»,0
zyx_cr_agx_rus_12,aTMJ2672:#:#:#:,когда жена моллы насреддина уже спала за дверью на улице подрались молла насреддин услышал,0
zyx_cr_agx_rus_12,aTMJ2672:#:#:#:,он встал и вышел накинув одеяло дерущиеся сорвали с него одеяло и ушли,0
zyx_cr_agx_rus_12,aTMJ2672:#:#:#:,когда молла насреддин вернулся жена спросила «кто дрался» «это изза нашего одеяла дрались»  ответил молла насреддин конец,0
zyx_cr_agx_rus_13,anh395:#:#:#:,молла насреддин пошел в лес он нашел зайца он положил зайца в мешок и принес домой,0
zyx_cr_agx_rus_13,anh395:#:#:#:,он пошел к народу к сельчанам он сказал всем «собирайтесь я вам одну вещь покажу»,0
zyx_cr_agx_rus_13,anh395:#:#:#:,его жена не вытерпела она развязала веревку на мешке и посмотрела оттуда выпрыгнул заяц выпрыгнул и убежал она не знала что делать она положила в мешок мерку для зерна,0
zyx_cr_agx_rus_13,anh395:#:#:#:,молла насреддин пришел закинул за спину свой мешок и ушел все собрались он развязал веревку на мешке а там была мерка тогда молла насреддин сказал «каждый пусть даст по одной мерке зерна» все дали по одной мерке зерна так тот разбогател конец,0
zyx_cr_agx_rus_14ß,a56B:#:#:#:,шла одна лиса дошла до поля нашла она книгу когда она сидела и читала пришел волк волк ей сказал «что ты делаешь» лиса ему сказала «я читаю книгу» волк ей сказал «а ты умеешь читать книгу» лиса ему сказала «я уже сорок лет преподаю тридцати детям» «раз так  сказал волк  то преподавай и моим трем детям» лиса сказала волку «раз так приводи и своих троих обучаться»,0
zyx_cr_agx_rus_14ß,a56B:#:#:#:,утром волк привел своих детей волк сказал «ты от меня чтонибудь хочешь букв есть ли желаемоенежелаемое» лиса сказала «принеси шкуры чтобы сшить шубы на зиму» «ладно»  сказал волк,0
zyx_cr_agx_rus_14ß,a56B:#:#:#:,ночью волк пошел и привел тридцать овец лиса очень обрадовалась букв сердце большим стало  лиса сказала волку «теперь ты ступай домой а когда пройдет зима и лето приходи забрать своих детей» волк пошел домой,0
zyx_cr_agx_rus_14ß,a56B:#:#:#:,сначала лиса съела тридцать овец потом съела троих волчат потом лиса пошла и забралась на мельницу,0
zyx_cr_agx_rus_14ß,a8:#:#:#:,через год пришел волк нет лисы волк пошел искать лису лиса была на мельнице волк сказал лисе «где мои дети» лиса сказала волку «я твоих детей не видела я всегда работала мельником» волк сказал лисе «раз так научи и меня работать на мельнице лиса сказала волку «иди положи голову под жернов и хорошенько подумай» тот пошел положил голову под жернов лиса пошла и пустила воду мельница завертелась у волка содрало кожу с головы,0
zyx_cr_agx_rus_14ß,a38:#:#:#:,а она пошла на холм и принялась плести корзины пришел волк «ты  сказал волк лисе  моих детей съела а теперь и меня хочешь съесть» «это еще что такое я твоих детей не видела я всегда плела корзины» «раз так и меня научи»  сказал волк лисе лиса сказала волку «влезай в эту корзину и хорошенько подумай» волк влез в корзину лиса ударила ногой и столкнула его с горы вниз внизу были пастухи лиса им крикнула «вот там ваш враг» пастухи вытащили волка убили волка,0
zyx_cr_agx_rus_15,anh921:#:#:#:,был както раз у моллы насреддина один бык захотел молла насреддин чтобы его бык стал жирным однажды он надел быку на все четыре ноги резиновые чарыки и пустил его на поле,0
zyx_cr_agx_rus_15,anh921:#:#:#:,хозяин поля прогнал оттуда быка моллы насреддина привел в свой дом и зарезал,0
zyx_cr_agx_rus_15,anh921:#:#:#:,молла насреддин пошел привести быка посмотрел а быка не было он понял что быка украли молла насреддин залез на самую высокую крышу чтобы проверить из которого дома идет дым он увидел дом от которого шел дым молла насреддин решился и пошел туда зашел в этот дом посмотрел а там там сидят люди и едят мясо «что это за мясо»  спросил молла насреддин «баранина»  сказали те «а вот и нет»  сказал молла насреддин затеяли они спор,0
zyx_cr_agx_rus_15,anh921:#:#:#:,«пошли к судье»  сказал молла насреддин «пошли»  сказал тот хозяин молла насреддин быстро пошел решив что даст судье взятку после моллы насреддина пришел и хозяин поля решили начать их суд во время суда молла насреддин вынул изза пазухи чтото круглое и показал судье бык достался молле насреддину суд закончился когда суд закончился судья спросил у моллы насреддина «что это ты мне показал» молла насреддин сказал ему «я тебе показал камень» «зачем это камень»  сказал судья «если бы ты не сказал что бык мой то этот камень попал бы тебе в голову»  сказал молла насреддин конец,0
zyx_cr_agx_rus_16,anh483:#:#:#:,однажды молла насреддин чтобы его не называли моллой насреддином угостил народ медом все съели мед и разошлись сказали «большое спасибо молланасреддин» когда молле насреддину так сказали он обиделся «теперь за мой мед принесите каждый по две мерки зерна»  сказал молла насреддин люди согласились,0
zyx_cr_agx_rus_16,anh483:#:#:#:,через пару дней в селе умер один человек когда все пошли на кладбище молла насреддин положил на осла хурджин сам сел задом наперед и поехал на кладбище «люди  сказал молла насреддин  в другом месте я так удачно всех вас не встречу теперь все принесите мое зерно» все кто плакал сразу засмеялись оставив покойника на своем месте люди схватили моллу насреддина и подмяли под себя «теперь побить тебя»  спросили люди «постойте  сказал молла насреддин с земли  коли так то и я всех вас мог побить когда вы были у нас дома теперь и вы меня не бейте» сказал так молла насреддин и опять сел на своего осла после того как похоронили умершего молла насреддин взял у всех свое зерно взял молла насреддин зерно и сказал людям «такого молодца который за две ложки меда взял две мерки зерна кроме меня не было и не будет» конец,0
zyx_cr_agx_rus_17,anh395:#:#:#:,однажды молла насреддин пошел на пашню и поймал там зайца принес он этого зайца домой потом положил его в мешок завязав верх и оставил этот мешок в углу он сказал своей жене «этот мешок не трогай»,0
zyx_cr_agx_rus_17,anh395:#:#:#:,молла насреддин сказал мужикам «я вам сейчас покажу коечто чего вы в жизни не видели постойте тут» пошел молла насреддин домой принести зайца,0
zyx_cr_agx_rus_17,anh395:#:#:#:,когда молла насреддин ушел жена открыла мешок заяц выпрыгнул и убежал чтобы муж не узнал жена положила в мешок мерку для зерна,0
zyx_cr_agx_rus_17,anh395:#:#:#:,молла насреддин пришел взял дома этот мешок и пошел пошел и сел с мужиками «это чтобы не убежал»  сказал он он открыл мешок взялся за нижние углы и вытряхнул то что там было перед всеми смотрят  выпала мерка от стыда молла насреддин не знал что сказать наконец он сказал «четыре таких т е маленьких мерки вмещают сколько одна большая мерка» те кто там был все как один рассмеялись конец,0
zyx_cr_agx_rus_18,a1640:#:#:#:,сказка про алиназара был говорят не был говорят один бедный парень его звали алиназар он был пастухом телят однажды когда он пас телят мать принесла ему немного меду он съел мед а кружку положил рядом с собой через некоторое время кружку обсели мухи алиназар рассердился он взял палку и ударил по кружке кружка разбилась и сорок мух было убито алиназар подумал «какой я сильный человек сразу сорок могу убить брошука я пасти телят да пойду убивать аждах2»,0
zyx_cr_agx_rus_18,a1640:#:#:#:,сказано  сделано алиназар бросил телят и пошел к мулле  мулла напиши мне на знамени «я  алиназар по ночам гуляю одним ударом  сорок убиваю» и мулла написал ему это на знамени он взял знамя и пошел в неком направлении шелшел и пришел в одно село а в этом селе в то время был праздник  салам алейкум  ва алейкум салам алиназар сел на указанное ему место через некоторое время туда пришел мулла мулла прочел то что было написано на знамени  о алиназар добро пожаловать ты откуда в этих местах тогда мулла рассказал народу что за человек был алиназар люди встали и алиназара посадили на самое лучшее место люди рассказали алиназару о своем положении положение было такое возле этого села находилась одна крепость и в этой крепости жили три аждахи эти аждахи не оставляли в покое ни скотину ни человека если они выйдут из села у аждах была одна красивая сестра сестру они берегли и никуда не выпускали и вот народ попросил алиназара убить этих аждах алиназар испугался но не показал виду он притворился что согласен а сам решил что ночью сбежит,0
